# rank	seq_id	rel_abund_perc
347	gi|78766369|ref|NC_007549.1|	0.0786792523897037
348	gi|89885981|ref|NC_007902.1|	0.0778589181420036
349	gi|118430711|ref|NC_008575.1|	0.0766663656184036
350	gi|304373555|ref|NC_014467.1|	0.0765022819653036
351	gi|124484628|ref|NC_008951.1|	0.0760265879465036
352	gi|593777399|ref|NC_023718.1|	0.0757472034666035
353	gi|66394870|ref|NC_007050.1|	0.0755914198173035
354	gi|449147320|ref|NC_020258.1|	0.0740399647294035
355	gi|431810493|ref|NC_019927.1|	0.0738284011210035
356	gi|20806029|ref|NC_003856.1|	0.0737301438893035
357	gi|341926380|ref|NC_015874.1|	0.0736429906456035
358	gi|526177484|ref|NC_021795.1|	0.0735750552654034
359	gi|479336529|ref|NC_021062.1|	0.0735300697205034
360	gi|66396267|ref|NC_007062.1|	0.0732756541606034
361	gi|124378194|ref|NC_008910.1|	0.0732367797017034
362	gi|14717378|ref|NC_003003.1|	0.0729675053186034
363	gi|47073736|ref|NC_002661.2|	0.0729067620384034
364	gi|9630635|ref|NC_001915.1|	0.0724077913247034
365	gi|320339430|ref|NC_014977.1|	0.0723271600935034
366	gi|253756593|ref|NC_012949.1|	0.0722108050070034
367	gi|21326227|ref|NC_003971.1|	0.0712147426980033
368	gi|225626377|ref|NC_012419.1|	0.0709225910057033
369	gi|189022226|ref|NC_010744.1|	0.0703355690525033
370	gi|338827142|ref|NC_015585.1|	0.0692396210757033
371	gi|41057583|ref|NC_005331.1|	0.0691616850041032
372	gi|593778526|ref|NC_023724.1|	0.0690803032827032
373	gi|237781162|ref|NC_012703.1|	0.0678617811385032
374	gi|38229112|ref|NC_005178.1|	0.0676526296593032
375	gi|66396483|ref|NC_007067.1|	0.0671320884657031
376	gi|124378101|ref|NC_008862.1|	0.0658181200669031
377	gi|529217045|ref|NC_021929.1|	0.0658103728320031
378	gi|700074998|ref|NC_025368.1|	0.0657108394237031
379	gi|9629246|ref|NC_001786.1|	0.0655415052290031
380	gi|555928273|ref|NC_022627.1|	0.065217981237803
381	gi|20178589|ref|NC_003668.1|	0.0650014265922031
382	gi|723274178|ref|NC_025479.1|	0.064257079613803
